uniprot_id,Tissue,Organ_id,RNAExpression (tpm)
A4D0V7,Adipose tissue,0.0,0.1
A4D0V7,Adrenal gland,1.0,3.9
A4D0V7,Amygdala,2.0,0.3
A4D0V7,Appendix,3.0,0.0
A4D0V7,Basal ganglia,5.0,0.4
A4D0V7,Bone marrow,6.0,0.0
A4D0V7,Breast,7.0,0.0
A4D0V7,Cervix,10.0,0.9
A4D0V7,Colon,11.0,0.3
A4D0V7,Duodenum,12.0,0.0
A4D0V7,Esophagus,14.0,0.0
A4D0V7,Epididymis,16.0,0.0
A4D0V7,Fallopian tube,17.0,0.0
A4D0V7,Gallbladder,18.0,0.0
A4D0V7,Kidney,20.0,0.0
A4D0V7,Liver,21.0,0.0
A4D0V7,Lung,22.0,0.0
A4D0V7,Lymph node,23.0,0.0
A4D1B5,Adipose tissue,0.0,0.0
A4D1B5,Adrenal gland,1.0,0.0
A4D1B5,Amygdala,2.0,0.1
A4D1B5,Appendix,3.0,0.0
A4D1B5,Basal ganglia,5.0,0.1
A4D1B5,Bone marrow,6.0,0.0
A4D1B5,Breast,7.0,0.0
A4D1B5,Cervix,10.0,0.0
A4D1B5,Colon,11.0,0.0
A4D1B5,Duodenum,12.0,0.0
A4D1B5,Esophagus,14.0,0.0
A4D1B5,Epididymis,16.0,0.0
A4D1B5,Fallopian tube,17.0,0.0
A4D1B5,Gallbladder,18.0,0.0
A4D1B5,Kidney,20.0,0.0
A4D1B5,Liver,21.0,0.0
A4D1B5,Lung,22.0,0.0
A4D1B5,Lymph node,23.0,0.0
A4D1B5,Ovary,29.0,0.0
A4D1B5,Pancreas,30.0,0.0
A4D1E1,Adipose tissue,0.0,1.9
A4D1E1,Adrenal gland,1.0,3.3
A4D1E1,Amygdala,2.0,3.3
A4D1S0,Adipose tissue,0.0,0.1
A4D1S0,Adrenal gland,1.0,0.1
A4D1S0,Amygdala,2.0,3.5
A4D1S0,Appendix,3.0,0.3
A4D1S0,Basal ganglia,5.0,0.6
A4D1S0,Bone marrow,6.0,2.4
A4D1S0,Breast,7.0,0.0
A4D1S0,Cervix,10.0,0.0
A4D1S0,Colon,11.0,0.2
A4D1S0,Duodenum,12.0,0.1
A4D1S0,Esophagus,14.0,0.1
A4D1S0,Epididymis,16.0,0.2
A4D1S0,Fallopian tube,17.0,0.0
A4D1S0,Gallbladder,18.0,0.3
A4D1T9,Adipose tissue,0.0,0.0
A4D1T9,Adrenal gland,1.0,0.0
A4D1T9,Amygdala,2.0,0.0
A4D1T9,Appendix,3.0,0.3
A4D1Z8,Adipose tissue,0.0,0.1
A4D1Z8,Adrenal gland,1.0,0.1
A4D1Z8,Amygdala,2.0,1.2
A4D1Z8,Appendix,3.0,0.1
A4D1Z8,Basal ganglia,5.0,1.3
A4D1Z8,Bone marrow,6.0,0.3
A4D1Z8,Breast,7.0,0.1
A4D1Z8,Cervix,10.0,1.0
A4D1Z8,Colon,11.0,0.0
A4D1Z8,Duodenum,12.0,0.1
A4D1Z8,Esophagus,14.0,0.1
A4D1Z8,Epididymis,16.0,0.2
A4D1Z8,Fallopian tube,17.0,0.7
A4D1Z8,Gallbladder,18.0,0.2
A4D1Z8,Kidney,20.0,0.1
A4D2B0,Adipose tissue,0.0,0.0
A4D2B0,Adrenal gland,1.0,0.0
A4D2B0,Amygdala,2.0,0.0
A4D2B0,Appendix,3.0,0.0
A4D2B0,Basal ganglia,5.0,0.0
A4D2G3,Adipose tissue,0.0,0.0
A4D2G3,Adrenal gland,1.0,0.0
A4D2H0,Adipose tissue,0.0,1.2
A4D2H0,Adrenal gland,1.0,3.4
A4D2H0,Amygdala,2.0,4.3
A4D2H0,Appendix,3.0,2.0
A4D2H0,Basal ganglia,5.0,5.8
A4D2H0,Bone marrow,6.0,1.4
A4D2H0,Breast,7.0,3.2
A4D2H0,Cervix,10.0,2.8
A4D2H0,Colon,11.0,2.5
A4D2H0,Duodenum,12.0,2.9
A4D2H0,Esophagus,14.0,1.4
A4D2H0,Epididymis,16.0,3.7
A4D2H0,Fallopian tube,17.0,3.4
A4D2H0,Gallbladder,18.0,2.8
A4D2H0,Kidney,20.0,2.0
A4D2P6,Adipose tissue,0.0,0.0
A4D2P6,Adrenal gland,1.0,0.0
A4D2P6,Amygdala,2.0,0.0
A4D2P6,Appendix,3.0,0.0
A4D2P6,Basal ganglia,5.0,0.0
A4D2P6,Bone marrow,6.0,0.0
A4D2P6,Breast,7.0,0.0
A4D2P6,Cervix,10.0,0.0
A4D2P6,Colon,11.0,0.0
A4D2P6,Duodenum,12.0,0.0
A4D2P6,Esophagus,14.0,0.0
A4D2P6,Epididymis,16.0,0.0
A4D2P6,Fallopian tube,17.0,0.0
A4D2P6,Gallbladder,18.0,0.0
A4D2P6,Kidney,20.0,0.0
A4D2P6,Liver,21.0,0.0
A4D2P6,Lung,22.0,0.0
A4D2P6,Lymph node,23.0,0.0
A4D2P6,Ovary,29.0,0.0
A4FU28,Adipose tissue,0.0,0.05
A4FU28,Adrenal gland,1.0,0.2
A4FU28,Amygdala,2.0,2.2
A4FU28,Appendix,3.0,0.15
A4FU28,Basal ganglia,5.0,2.3
A4FU28,Bone marrow,6.0,0.2
A4FU28,Breast,7.0,0.0
A4FU28,Cervix,10.0,0.0
A4FU28,Colon,11.0,0.0
A4FU28,Duodenum,12.0,0.2
A4FU49,Adipose tissue,0.0,48.7
A4FU49,Adrenal gland,1.0,68.8
A4FU49,Amygdala,2.0,16.1
A4FU49,Appendix,3.0,36.1
A4FU49,Basal ganglia,5.0,17.6
A4FU49,Bone marrow,6.0,7.4
A4FU49,Breast,7.0,57.4
A4FU49,Cervix,10.0,54.3
A4FU49,Colon,11.0,32.7
A4FU49,Duodenum,12.0,32.2
A4FU49,Esophagus,14.0,42.1
A4FU49,Epididymis,16.0,83.6
A4FU49,Fallopian tube,17.0,48.5
A4FU49,Gallbladder,18.0,58.7
A4FU49,Kidney,20.0,86.2
A4FU49,Liver,21.0,27.9
A4FU49,Lung,22.0,59.4
A4FU49,Lymph node,23.0,42.5
A4IF30,Adipose tissue,0.0,1.2
A4IF30,Adrenal gland,1.0,0.3
A4IF30,Amygdala,2.0,45.6
A4IF30,Appendix,3.0,0.5
A4IF30,Basal ganglia,5.0,90.0
A4IF30,Bone marrow,6.0,0.1
A4IF30,Breast,7.0,0.9
A4IF30,Cervix,10.0,0.8
A4IF30,Colon,11.0,3.0
A4IF30,Duodenum,12.0,0.9
A4IF30,Esophagus,14.0,0.8
A4IF30,Epididymis,16.0,10.4
A4QMS7,Adipose tissue,0.0,0.2
A4QMS7,Adrenal gland,1.0,1.8
A4QMS7,Amygdala,2.0,16.3
A4QMS7,Appendix,3.0,0.5
A4QMS7,Basal ganglia,5.0,24.7
A4QMS7,Bone marrow,6.0,0.0
A4QMS7,Breast,7.0,0.5
A4QMS7,Cervix,10.0,0.7
A4QMS7,Colon,11.0,0.5
A4QMS7,Duodenum,12.0,0.3
A4QMS7,Esophagus,14.0,0.5
A4QMS7,Epididymis,16.0,1.1
A4QMS7,Fallopian tube,17.0,0.3
A5PLK6,Adipose tissue,0.0,0.1
A5PLK6,Adrenal gland,1.0,0.6
A5PLK6,Amygdala,2.0,4.5
A5PLK6,Appendix,3.0,1.0
A5PLK6,Basal ganglia,5.0,3.8
A5PLK6,Bone marrow,6.0,0.3
A5PLK6,Breast,7.0,0.0
A5PLK6,Cervix,10.0,0.0
A5PLK6,Colon,11.0,0.4
A5PLK6,Duodenum,12.0,0.8
A5PLK6,Esophagus,14.0,0.0
A5PLK6,Epididymis,16.0,0.0
A5X5Y0,Adipose tissue,0.0,0.0
A5X5Y0,Adrenal gland,1.0,0.1
A5X5Y0,Amygdala,2.0,3.6
A5X5Y0,Appendix,3.0,0.1
A5X5Y0,Basal ganglia,5.0,5.5
A5X5Y0,Bone marrow,6.0,0.0
A5X5Y0,Breast,7.0,0.0
A5X5Y0,Cervix,10.0,0.0
A5X5Y0,Colon,11.0,0.0
A5X5Y0,Duodenum,12.0,0.0
A5X5Y0,Esophagus,14.0,0.0
A5X5Y0,Epididymis,16.0,0.5
A5X5Y0,Fallopian tube,17.0,0.0
A5X5Y0,Gallbladder,18.0,0.0
A5YM69,Adipose tissue,0.0,0.0
A5YM69,Adrenal gland,1.0,0.0
A5YM69,Amygdala,2.0,0.0
A5YM69,Appendix,3.0,0.0
A5YM69,Basal ganglia,5.0,0.0
A5YM69,Bone marrow,6.0,0.0
A5YM69,Breast,7.0,0.0
A5YM72,Adipose tissue,0.0,0.0
A5YM72,Adrenal gland,1.0,0.1
A5YM72,Amygdala,2.0,5.1
A5YM72,Appendix,3.0,0.2
A5YM72,Basal ganglia,5.0,5.1
A5YM72,Bone marrow,6.0,0.4
A5YM72,Breast,7.0,0.1
A5YM72,Cervix,10.0,0.0
A5YM72,Colon,11.0,0.1
A5YM72,Duodenum,12.0,0.2
A5YM72,Esophagus,14.0,0.1
A5YM72,Epididymis,16.0,0.2
A5YM72,Fallopian tube,17.0,0.1
A5YM72,Gallbladder,18.0,0.2
A5YM72,Kidney,20.0,0.1
A5YM72,Liver,21.0,0.0
A5YM72,Lung,22.0,0.1
A5YM72,Lymph node,23.0,0.2
A5YM72,Ovary,29.0,0.2
A5YM72,Pancreas,30.0,0.0
A5YM72,Placenta,35.0,0.1
A6NC42,Adipose tissue,0.0,0.1
A6NC42,Adrenal gland,1.0,0.0
A6NC42,Amygdala,2.0,1.6
A6NC42,Appendix,3.0,0.3
A6NC42,Basal ganglia,5.0,1.9
A6NC42,Bone marrow,6.0,0.0
A6NC42,Breast,7.0,0.0
A6NC42,Cervix,10.0,0.0
A6NC42,Colon,11.0,0.0
A6NC42,Duodenum,12.0,0.0
A6NC42,Esophagus,14.0,0.0
A6NC42,Epididymis,16.0,0.0
A6NC42,Fallopian tube,17.0,0.0
A6NC42,Gallbladder,18.0,0.1
A6NC42,Kidney,20.0,0.0
A6NC42,Liver,21.0,0.0
A6NC42,Lung,22.0,0.0
A6NC42,Lymph node,23.0,0.3
A6NC51,Adipose tissue,0.0,0.0
A6NC51,Adrenal gland,1.0,0.2
A6NC51,Amygdala,2.0,9.9
A6NC51,Appendix,3.0,0.4
A6NC51,Basal ganglia,5.0,22.3
A6NC51,Bone marrow,6.0,11.3
A6NC51,Breast,7.0,0.5
A6NC51,Cervix,10.0,0.6
A6NC51,Colon,11.0,0.5
A6NC51,Duodenum,12.0,0.3
A6NC51,Esophagus,14.0,0.3
A6NC51,Epididymis,16.0,0.2
A6NC51,Fallopian tube,17.0,0.9
A6NC51,Gallbladder,18.0,0.7
A6NC51,Kidney,20.0,0.4
A6NC51,Liver,21.0,0.1
A6NCE7,Adipose tissue,0.0,0.0
A6NCE7,Adrenal gland,1.0,0.0
A6NCE7,Amygdala,2.0,0.0
A6NCE7,Appendix,3.0,0.0
A6NCE7,Basal ganglia,5.0,0.0
A6NCE7,Bone marrow,6.0,0.0
A6NCK2,Adipose tissue,0.0,0.0
A6NCK2,Adrenal gland,1.0,0.0
A6NCK2,Amygdala,2.0,0.2
A6NCK2,Appendix,3.0,0.0
A6NCK2,Basal ganglia,5.0,0.0
A6NCK2,Bone marrow,6.0,0.0
A6NCK2,Breast,7.0,0.0
A6NCK2,Cervix,10.0,0.0
A6NCK2,Colon,11.0,0.0
A6NCK2,Duodenum,12.0,0.0
A6NCK2,Esophagus,14.0,0.0
A6NCK2,Epididymis,16.0,0.0
A6NCK2,Fallopian tube,17.0,0.0
A6NCK2,Gallbladder,18.0,0.0
A6NCK2,Kidney,20.0,0.0
A6NCK2,Liver,21.0,0.0
A6NCM1,Adipose tissue,0.0,1.2
A6NCM1,Adrenal gland,1.0,1.4
A6NCM1,Amygdala,2.0,13.2
A6NCM1,Appendix,3.0,0.6
A6NCM1,Basal ganglia,5.0,13.8
A6NCM1,Bone marrow,6.0,0.1
A6NCM1,Breast,7.0,0.6
A6NCM1,Cervix,10.0,0.4
A6NCM1,Colon,11.0,0.4
A6NCM1,Duodenum,12.0,0.7
A6NCM1,Esophagus,14.0,0.4
A6NCM1,Epididymis,16.0,1.6
A6NCM1,Fallopian tube,17.0,0.7
A6NCM1,Gallbladder,18.0,0.9
A6NCM1,Kidney,20.0,0.3
A6NCM1,Liver,21.0,0.2
A6NCM1,Lung,22.0,2.2
A6NCM1,Lymph node,23.0,0.7
A6NCM1,Ovary,29.0,0.5
A6NCM1,Pancreas,30.0,0.0
A6NCM1,Placenta,35.0,2.4
A6NCM1,Prostate,36.0,0.9
A6NCM1,Rectum,37.0,0.6
A6NCN8,Adipose tissue,0.0,0.2
A6NCN8,Adrenal gland,1.0,0.2
A6NCN8,Amygdala,2.0,0.3
A6NCN8,Appendix,3.0,0.3
A6NCN8,Basal ganglia,5.0,0.4
A6NCN8,Bone marrow,6.0,0.4
A6NCN8,Breast,7.0,0.2
A6NCN8,Cervix,10.0,12.6
A6NCN8,Colon,11.0,0.1
A6NCN8,Duodenum,12.0,0.3
A6NCN8,Esophagus,14.0,0.2
A6NCN8,Epididymis,16.0,0.5
A6NCN8,Fallopian tube,17.0,3.2
A6NCN8,Gallbladder,18.0,1.2
A6NCN8,Kidney,20.0,0.2
A6NCN8,Liver,21.0,0.0
A6NCN8,Lung,22.0,2.8
A6NCN8,Lymph node,23.0,0.2
A6NCN8,Ovary,29.0,0.0
A6NCN8,Pancreas,30.0,0.0
A6NCN8,Placenta,35.0,0.4
A6NCN8,Prostate,36.0,0.2
A6NCN8,Rectum,37.0,0.4
A6NCN8,Skeletal muscle,39.0,0.0
A6NCN8,Salivary gland,40.0,0.3
A6NCN8,Seminal vesicle,41.0,0.4
A6NCS4,Adipose tissue,0.0,4.5
A6NCS4,Adrenal gland,1.0,2.4
A6NCS4,Amygdala,2.0,1.0
A6NCS4,Appendix,3.0,8.0
A6NCS4,Basal ganglia,5.0,1.2
A6NCS4,Bone marrow,6.0,0.4
A6NCS4,Breast,7.0,0.7
A6NCS4,Cervix,10.0,0.5
A6ND01,Adipose tissue,0.0,2.2
A6ND01,Adrenal gland,1.0,3.4
A6ND01,Amygdala,2.0,4.6
A6ND01,Appendix,3.0,1.3
A6ND01,Basal ganglia,5.0,4.7
A6ND01,Bone marrow,6.0,1.4
A6ND01,Breast,7.0,545.2
A6ND01,Cervix,10.0,5.1
A6ND01,Colon,11.0,1.2
A6ND01,Duodenum,12.0,0.7
A6ND01,Esophagus,14.0,2.5
A6ND01,Epididymis,16.0,42.9
A6ND01,Fallopian tube,17.0,5.6
A6ND01,Gallbladder,18.0,2.5
A6ND01,Kidney,20.0,2.2
A6ND01,Liver,21.0,0.7
A6ND01,Lung,22.0,0.7
A6NDE4,Adipose tissue,0.0,9.45
A6NDE4,Adrenal gland,1.0,2.35
A6NDE4,Amygdala,2.0,8.8
A6NDE4,Appendix,3.0,0.55
A6NDE4,Basal ganglia,5.0,8.1
A6NDE4,Bone marrow,6.0,0.2
A6NDE4,Breast,7.0,0.45
A6NDE4,Cervix,10.0,1.4
A6NDE4,Colon,11.0,0.2
A6NDE4,Duodenum,12.0,0.25
A6NDE4,Esophagus,14.0,41.2
A6NDE4,Epididymis,16.0,0.0
A6NDE4,Fallopian tube,17.0,1.1
A6NDE4,Gallbladder,18.0,14.9
A6NDE4,Kidney,20.0,1.2
A6NDE4,Liver,21.0,5.0
A6NDE4,Lung,22.0,25.7
A6NDE4,Lymph node,23.0,0.0
A6NDE4,Ovary,29.0,15.0
A6NDE4,Pancreas,30.0,12.6
A6NDE4,Placenta,35.0,0.0
A6NDE8,Adipose tissue,0.0,15.0
A6NDE8,Adrenal gland,1.0,1.8
A6NDE8,Amygdala,2.0,5.4
A6NDE8,Appendix,3.0,0.6
A6NDE8,Basal ganglia,5.0,4.5
A6NDE8,Bone marrow,6.0,36.5
A6NDE8,Breast,7.0,0.4
A6NDE8,Cervix,10.0,0.3
A6NDE8,Colon,11.0,0.4
A6NDL8,Adipose tissue,0.0,0.0
A6NDL8,Adrenal gland,1.0,0.0
A6NDL8,Amygdala,2.0,0.0
A6NDL8,Appendix,3.0,0.0
A6NDL8,Basal ganglia,5.0,0.0
A6NDL8,Bone marrow,6.0,0.0
A6NDL8,Breast,7.0,0.0
A6NDL8,Cervix,10.0,0.0
A6NDS4,Adipose tissue,0.0,3.65
A6NDS4,Adrenal gland,1.0,4.25
A6NDS4,Amygdala,2.0,1.55
A6NDS4,Appendix,3.0,1.2
A6NDS4,Basal ganglia,5.0,2.3499999999999996
A6NDS4,Bone marrow,6.0,0.6499999999999999
A6NDS4,Breast,7.0,2.05
A6NDS4,Cervix,10.0,2.45
A6NDS4,Colon,11.0,1.35
A6NDS4,Duodenum,12.0,1.15
A6NDS4,Esophagus,14.0,1.9
A6NDS4,Epididymis,16.0,0.45
A6NDS4,Fallopian tube,17.0,2.8
A6NDS4,Gallbladder,18.0,2.85
A6NDS4,Kidney,20.0,0.7
A6NDS4,Liver,21.0,0.3
A6NDS4,Lung,22.0,3.3
A6NDS4,Lymph node,23.0,1.0
A6NDS4,Ovary,29.0,7.1
A6NDS4,Pancreas,30.0,0.1
A6NDS4,Placenta,35.0,1.2
A6NDS4,Prostate,36.0,1.0
A6NDS4,Rectum,37.0,0.7
A6NDY0,Adipose tissue,0.0,0.0
A6NDY0,Adrenal gland,1.0,0.0
A6NDY0,Amygdala,2.0,0.0
A6NDY0,Appendix,3.0,0.0
A6NDY0,Basal ganglia,5.0,0.0
A6NDY0,Bone marrow,6.0,0.0
A6NDY0,Breast,7.0,0.0
A6NDY0,Cervix,10.0,0.0
A6NDY0,Colon,11.0,0.0
A6NDY0,Duodenum,12.0,0.0
A6NDY0,Esophagus,14.0,0.0
A6NDY0,Epididymis,16.0,0.0
A6NDY0,Fallopian tube,17.0,0.0
A6NDY0,Gallbladder,18.0,0.0
A6NDY0,Kidney,20.0,0.0
A6NDY0,Liver,21.0,0.0
A6NDY0,Lung,22.0,0.0
A6NDY0,Lymph node,23.0,0.0
A6NDY0,Ovary,29.0,0.0
A6NDY0,Pancreas,30.0,0.0
A6NDY2,Adipose tissue,0.0,0.0
A6NDY2,Adrenal gland,1.0,0.0
A6NDY2,Amygdala,2.0,0.0
A6NDY2,Appendix,3.0,0.0
A6NDY2,Basal ganglia,5.0,0.0
A6NDY2,Bone marrow,6.0,0.0
A6NDY2,Breast,7.0,0.0
A6NDY2,Cervix,10.0,0.0
A6NEH6,Adipose tissue,0.0,0.0
A6NEH6,Adrenal gland,1.0,0.0
A6NEH6,Amygdala,2.0,0.1
A6NEH6,Appendix,3.0,0.0
A6NEH6,Basal ganglia,5.0,0.0
A6NEK1,Adipose tissue,0.0,3.2
A6NEK1,Adrenal gland,1.0,2.1
A6NEK1,Amygdala,2.0,5.5
A6NEK1,Appendix,3.0,1.6
A6NEK1,Basal ganglia,5.0,1.6
A6NEM1,Adipose tissue,0.0,17.6
A6NEM1,Adrenal gland,1.0,29.9
A6NEM1,Amygdala,2.0,41.2
A6NEM1,Appendix,3.0,14.0
A6NEM1,Basal ganglia,5.0,53.8
A6NEM1,Bone marrow,6.0,4.5
A6NEM1,Breast,7.0,15.7
A6NEM1,Cervix,10.0,59.8
A6NEN9,Adipose tissue,0.0,4.9
A6NEN9,Adrenal gland,1.0,4.9
A6NEN9,Amygdala,2.0,13.8
A6NEN9,Appendix,3.0,6.9
A6NEN9,Basal ganglia,5.0,12.9
A6NEN9,Bone marrow,6.0,5.2
A6NEN9,Breast,7.0,8.0
A6NEN9,Cervix,10.0,2.3
A6NEN9,Colon,11.0,3.6
A6NEN9,Duodenum,12.0,15.5
A6NEN9,Epididymis,16.0,4.7
A6NEV1,Adipose tissue,0.0,0.1
A6NEV1,Adrenal gland,1.0,2.2
A6NEV1,Amygdala,2.0,7.4
A6NEV1,Appendix,3.0,0.4
A6NEV1,Basal ganglia,5.0,7.7
A6NEV1,Bone marrow,6.0,0.5
A6NEV1,Breast,7.0,0.2
A6NEW6,Adipose tissue,0.0,0.1
A6NEW6,Adrenal gland,1.0,0.2
A6NEW6,Amygdala,2.0,1.0
A6NEW6,Appendix,3.0,0.1
A6NEW6,Basal ganglia,5.0,0.6
A6NEW6,Bone marrow,6.0,0.1
A6NEW6,Breast,7.0,0.0
A6NEW6,Cervix,10.0,0.0
A6NEW6,Colon,11.0,0.0
A6NEW6,Duodenum,12.0,0.0
A6NEW6,Esophagus,14.0,0.05
A6NEW6,Epididymis,16.0,0.0
A6NEW6,Fallopian tube,17.0,0.1
A6NEW6,Gallbladder,18.0,0.35
A6NEW6,Kidney,20.0,0.05
A6NEW6,Liver,21.0,0.1
A6NEW6,Lung,22.0,0.25
A6NEW6,Lymph node,23.0,0.05
A6NEW6,Ovary,29.0,0.1
A6NEW6,Pancreas,30.0,0.1
A6NEW6,Placenta,35.0,0.5
A6NEW6,Prostate,36.0,0.0
A6NEW6,Rectum,37.0,0.0
A6NFA0,Adipose tissue,0.0,1.3
A6NFA0,Adrenal gland,1.0,1.5
A6NFA0,Amygdala,2.0,8.0
A6NFA0,Appendix,3.0,1.7
A6NFA0,Basal ganglia,5.0,7.1
A6NFA0,Bone marrow,6.0,1.0
A6NFA0,Breast,7.0,1.4
A6NFA0,Cervix,10.0,2.3
A6NFA0,Colon,11.0,1.0
A6NFA0,Duodenum,12.0,0.8
A6NFA0,Esophagus,14.0,0.9
A6NFA0,Epididymis,16.0,2.8
A6NFA0,Fallopian tube,17.0,3.1
A6NFA0,Gallbladder,18.0,1.7
A6NFA1,Adipose tissue,0.0,10.3
A6NFA1,Adrenal gland,1.0,3.4
A6NFA1,Amygdala,2.0,6.8
A6NFA1,Appendix,3.0,2.3
A6NFA1,Basal ganglia,5.0,7.3
A6NFA1,Bone marrow,6.0,0.2
A6NFA1,Breast,7.0,3.4
A6NFA1,Cervix,10.0,8.5
A6NFA1,Colon,11.0,1.8
A6NFA1,Duodenum,12.0,2.2
A6NFA1,Esophagus,14.0,4.6
A6NFA1,Epididymis,16.0,7.0
A6NFA1,Fallopian tube,17.0,9.0
A6NFA1,Gallbladder,18.0,7.3
A6NFA1,Kidney,20.0,15.1
A6NFA1,Liver,21.0,15.1
A6NFC5,Adipose tissue,0.0,0.0
A6NFC5,Adrenal gland,1.0,0.0
A6NFC5,Amygdala,2.0,0.0
A6NFC5,Appendix,3.0,0.0
A6NFC5,Basal ganglia,5.0,0.0
A6NFC5,Bone marrow,6.0,0.0
A6NFC5,Breast,7.0,0.0
A6NFC5,Cervix,10.0,0.0
A6NFC5,Colon,11.0,0.0
A6NFC5,Duodenum,12.0,0.0
A6NFC5,Esophagus,14.0,0.0
A6NFC5,Epididymis,16.0,0.0
A6NFC5,Fallopian tube,17.0,0.0
A6NFC5,Gallbladder,18.0,0.0
A6NFC5,Kidney,20.0,0.0
A6NFC5,Liver,21.0,0.0
A6NFC5,Lung,22.0,0.0
A6NFC5,Lymph node,23.0,0.0
A6NFE3,Adipose tissue,0.0,0.0
A6NFE3,Adrenal gland,1.0,0.0
A6NFN9,Adipose tissue,0.0,0.0
A6NFN9,Adrenal gland,1.0,0.0
A6NFN9,Amygdala,2.0,0.2
A6NFN9,Appendix,3.0,0.4
A6NFN9,Basal ganglia,5.0,0.2
A6NFN9,Bone marrow,6.0,0.0
A6NFN9,Breast,7.0,0.0
A6NFN9,Cervix,10.0,0.0
A6NFN9,Colon,11.0,0.0
A6NFN9,Duodenum,12.0,0.0
A6NFN9,Esophagus,14.0,0.1
A6NFN9,Epididymis,16.0,0.0
A6NFN9,Fallopian tube,17.0,0.0
A6NFN9,Gallbladder,18.0,0.0
A6NFN9,Kidney,20.0,0.0
A6NFN9,Liver,21.0,0.0
A6NFN9,Lung,22.0,0.1
A6NFQ2,Adipose tissue,0.0,1.3
A6NFQ2,Adrenal gland,1.0,0.2
A6NFQ2,Amygdala,2.0,5.3
A6NFQ2,Appendix,3.0,0.2
A6NFQ2,Basal ganglia,5.0,6.9
A6NFQ2,Bone marrow,6.0,0.0
A6NFQ2,Breast,7.0,3.5
A6NFQ2,Cervix,10.0,2.7
A6NFQ2,Colon,11.0,1.6
A6NFQ2,Duodenum,12.0,0.6
A6NFQ2,Epididymis,16.0,0.3
A6NFT4,Adipose tissue,0.0,0.0
A6NFT4,Adrenal gland,1.0,0.3
A6NFT4,Amygdala,2.0,0.6
A6NFT4,Appendix,3.0,0.1
A6NFT4,Basal ganglia,5.0,0.5
A6NFT4,Bone marrow,6.0,0.2
A6NFT4,Breast,7.0,0.0
A6NFT4,Cervix,10.0,0.0
A6NFT4,Colon,11.0,0.0
A6NFT4,Duodenum,12.0,0.1
A6NFT4,Esophagus,14.0,0.0
A6NFT4,Epididymis,16.0,0.0
A6NFT4,Fallopian tube,17.0,0.2
A6NFT4,Gallbladder,18.0,0.1
A6NFT4,Kidney,20.0,0.5
A6NGA9,Adipose tissue,0.0,0.1
A6NGA9,Adrenal gland,1.0,0.2
A6NGA9,Amygdala,2.0,0.9
A6NGA9,Appendix,3.0,2.3
A6NGA9,Basal ganglia,5.0,1.0
A6NGA9,Bone marrow,6.0,1.4
A6NGA9,Breast,7.0,0.1
A6NGA9,Cervix,10.0,0.3
A6NGB7,Adipose tissue,0.0,0.0
A6NGB7,Adrenal gland,1.0,0.0
A6NGB7,Amygdala,2.0,0.1
A6NGB7,Appendix,3.0,0.4
A6NGB7,Basal ganglia,5.0,0.3
A6NGB7,Bone marrow,6.0,0.4
A6NGB7,Breast,7.0,0.0
A6NGB7,Cervix,10.0,0.0
A6NGB7,Colon,11.0,0.0
A6NGB7,Duodenum,12.0,0.0
A6NGB7,Esophagus,14.0,0.0
A6NGB7,Epididymis,16.0,0.0
A6NGB7,Fallopian tube,17.0,0.0
A6NGB7,Gallbladder,18.0,0.0
A6NGB7,Kidney,20.0,0.0
A6NGB7,Liver,21.0,0.0
A6NGB7,Lung,22.0,0.2
A6NGB7,Lymph node,23.0,0.2
A6NGB9,Adipose tissue,0.0,0.1
A6NGB9,Adrenal gland,1.0,54.1
A6NGB9,Amygdala,2.0,16.9
A6NGB9,Appendix,3.0,0.0
A6NGB9,Basal ganglia,5.0,24.5
A6NGB9,Bone marrow,6.0,0.0
A6NGB9,Breast,7.0,0.5
A6NGB9,Cervix,10.0,0.0
A6NGB9,Colon,11.0,0.0
A6NGB9,Duodenum,12.0,0.0
A6NGB9,Esophagus,14.0,0.0
A6NGB9,Epididymis,16.0,0.0
A6NGB9,Fallopian tube,17.0,0.0
A6NGB9,Gallbladder,18.0,0.1
A6NGB9,Kidney,20.0,0.0
A6NGB9,Liver,21.0,0.0
A6NGB9,Lung,22.0,0.0
A6NGB9,Lymph node,23.0,0.0
A6NGD5,Adipose tissue,0.0,2.0
A6NGD5,Adrenal gland,1.0,3.1
A6NGD5,Amygdala,2.0,6.4
A6NGD5,Appendix,3.0,3.9
A6NGD5,Basal ganglia,5.0,3.7
A6NGD5,Bone marrow,6.0,0.8
A6NGD5,Breast,7.0,2.9
A6NGD5,Cervix,10.0,1.0
A6NGD5,Colon,11.0,4.0
A6NGD5,Duodenum,12.0,4.0
A6NGE4,Adipose tissue,0.0,0.0
A6NGE4,Adrenal gland,1.0,0.0
A6NGE4,Amygdala,2.0,0.5
A6NGE4,Appendix,3.0,0.0
A6NGE4,Basal ganglia,5.0,0.8
A6NGE7,Adipose tissue,0.0,2.0
A6NGE7,Adrenal gland,1.0,2.2
A6NGE7,Amygdala,2.0,8.0
A6NGE7,Appendix,3.0,8.0
A6NGH7,Adipose tissue,0.0,0.0
A6NGH7,Adrenal gland,1.0,0.0
A6NGH7,Amygdala,2.0,1.7
A6NGH7,Appendix,3.0,0.0
A6NGH7,Basal ganglia,5.0,0.3
A6NGH7,Bone marrow,6.0,0.0
A6NGH7,Breast,7.0,0.0
A6NGH7,Cervix,10.0,0.3
A6NGH7,Colon,11.0,0.0
